Symbol,Company,Activity,Sector,Schedule,Amount to be Spent as decided by Company (Rs.lacs),Actual Amount Spent (Rs.lacs),Direct-Agency Name/s,Direct-Amount (Rs.lacs),Implementing Agency Name/s,Implementing Agency-Amount (Rs.lacs),latitude,longitude,state,district,city_town_village,Original_Raw_Location,Extractor_Method,Geocoder_Method
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,22.4282857,85.5317483,Jharkhand,Dhanbad,West Singhbhum,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,photon
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,15.1430224,76.9173277,Karnataka,Bellary,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,photon
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,13.438074,77.7291955,Karnataka,Chikkaballapur,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,photon
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,17.166667,77.083333,Karnataka,Kalaburagi,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,23.7176393,80.2610181,Madhya Pradesh,Katni,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,19.9508161,79.2986673,Maharashtra,Chandrapur,Chandrapur,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,20.390344,78.1328518,Maharashtra,Yavatmal,Yavatmal,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,21.2319922,83.5652737,Odisha,Bargarh,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,25.4367659,75.7361471,Rajasthan,Bundi,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,10.8124445,77.0796084,Tamil Nadu,Coimbatore,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,26.2071366,81.69259,Uttar Pradesh,Amethi,Gauriganj,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC AROGYAM HEALTH ERADICATING HUNGER POVERTY AND MALNUTRITION PROMOTING PREVENTIVE HEALTH CARE AND SANITATION AND MAKING AVAILABLE SAFE DRINKING WATER,,SCHEDULE VII (I),129.5,92.5,"SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,CHATTISGARH PRADESH JUDO SANGH,AMHI AMCHYA AROGYASATHI,SARVA SEVA SAMITI SANSTHA,FORUM FOR RURAL DEVELOPMENT,SATTVA,HARITIKA,CREATIVE INDIA,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,UDYOGINI,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,PANCHAM RESEARCH & BIO TECH SANSTHAN,BALA JI ASSOCIATES,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,INDIAN GRAMEEN SERVICES,CENTUM FOUNDATION,AKRUTI RURAL DEVELOPMENT TRUST,DEEDS,NAAD GUNJAN KALA PARISHAD,LOKA KALYAN PARISHAD,MAHASHAKTI FOUNDATION,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,AGRANEE JAN KALYAN ANUSTHAN,JAN SEVAK SAMITI,JAN MANGAL SANSTHAN,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,CREDA,SANSKAR,WESTRIC TRUST,FOUNDATION FOR MSME CLUSTERS,DILASA JANVIKAS PRATISHTHAN,IIMPACT, NEW DELHI",,,,23.2020967,86.3228988,West Bengal,Purulia,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
ACC,ACC LTD.,ACC DISHA YOUTH EMPLOYABILITY PROMOTION OF EDUCATION INCLUDING SPECIAL EDUCATION AND EMPLOYMENT ENHANCING VOCATION SKILLS ESPECIALLY AMONG CHILDREN WOMEN ELDERLY AND THE DIFFERENTLY ABLED AND LIVELIHOOD ENHANCEMENT PROJECT,,SCHEDULE VII (II),73.75,92.75,"ACC MAVIM LOKSANCHALIT SADHAN KENDRA-CMRC,HIMACHAL PRADESH VOLUNTARY HEALTH ASSOCIATION,FORUM FOR RURAL DEVELOPMENT,SERDS KADIRANNAGARI PALLI BAGEPALLI TAL,SELF RELIANT INITIATIVES THROUGH JOINT ACTION,JAN MANGAL SANSTHAN,SULABH INTERNATIONAL SOCIAL SERVICE ORGANISATION,INDIAN GRAMEEN SERVICES,PANCHAM RESEARCH & BIO TECH SANSTHAN,AKRUTI RURAL DEVELOPMENT TRUST,AGRANEE JAN KALYAN ANUSTHAN,MAHASHAKTI FOUNDATION,LOKA KALYAN PARISHAD,NAAD GUNJAN KALA PARISHAD,DEEDS,FOUNDATION FOR MSME CLUSTERS,SOCIAL EMPOWERMENT & ECONOMIC DEVELOPMENT SOCIETY,BALA JI ASSOCIATES,WESTRIC TRUST,JAN SEVAK SAMITI,HARITIKA,IIMPACT, NEW DELHI,MAHATMA GANDHI INTEGRATED DEVELOPMENT & EDUCATION INSTITUTE,CENTUM FOUNDATION,UDYOGINI,DEVELOPMENTAL ASSOCIATION FOR HUMAN ADVANCEMENT,CREATIVE INDIA,CREDA,SANSKAR,SATTVA,SARVA SEVA SAMITI SANSTHA,AMHI AMCHYA AROGYASATHI,CHATTISGARH PRADESH JUDO SANGH,DILASA JANVIKAS PRATISHTHAN",,,,22.1638486,82.1365923,Chhattisgarh,Bilaspur,,"CHHATTISGARH (BILASPUR,DURG),JHARKHAND (DHANBAD,WEST SINGHBHUM),KARNATAKA (BELLARY,CHIKKABALLAPUR,GULBARGA),MADHYA PRADESH (KATNI),MAHARASHTRA (CHANDRAPUR,YAVATMAL),ODISHA (BARGARH),RAJASTHAN (BUNDI),TAMIL NADU (COIMBATORE),UTTAR PRADESH (GAURIGANJ),WEST BENGAL (PURULIA)",llm,nominatim
